id,type,sku,name,status,featured,catalog_visibility,short_description,description,date_on_sale_from,date_on_sale_to,tax_status,tax_class,stock_status,backorders,sold_individually,weight,height,reviews_allowed,purchase_note,price,regular_price,manage_stock/stock_quantitiy,category_ids,tag_ids,shipping_class_id,attributes,attributes,default_attributes,attributes,image_id/gallery_image_ids,attributes,downloads,downloads,download_limit,download_expiry,parent_id,upsell_ids,cross_sell_ids
32,simple,188243416565,Kykkos Water,1,1,1,,,,,,,1,0,0,,,0,,,3.98,1000,,,,,,,,Kykkos Water.jpg,,,,,,,,
34,simple,235337635028,Maggi Μανιταρόσουπα,1,1,1,,,,,,,1,0,0,,,0,,,4.77,1000,,,,,,,,Maggi Μανιταρόσουπα.jpg,,,,,,,,
36,simple,875622325811,Carlsberg Beer,1,1,1,,,,,,,1,0,0,,,0,,,3.37,1000,,,,,,,,Carlsberg Beer.jpg,,,,,,,,
37,simple,777435132039,Baco Zip-n-seal Resealable food and freezer bags,1,1,1,,,,,,,1,0,0,,,0,,,3.53,1000,,,,,,,,Baco Zip-n-seal Resealable food and freezer bags.jpg,,,,,,,,
38,simple,716470855821,Douwe Egberts Instant Coffee Smooth Caramel,1,1,1,,,,,,,1,0,0,,,0,,,5.77,1000,,,,,,,,Douwe Egberts Instant Coffee Smooth Caramel.jpg,,,,,,,,
39,simple,577225247240,Athienitis Lentils,1,1,1,,,,,,,1,0,0,,,0,,,4.44,1000,,,,,,,,Athienitis Lentils.jpg,,,,,,,,
40,simple,739909930049,AMALIA Natural Rose cordial,1,1,1,,,,,,,1,0,0,,,0,,,3.82,1000,,,,,,,,AMALIA Natural Rose cordial.jpg,,,,,,,,
41,simple,964731244457,Nobel Anise Seeds,1,1,1,,,,,,,1,0,0,,,0,,,3.03,1000,,,,,,,,Nobel Anise Seeds.jpg,,,,,,,,
42,simple,458626306244,Tchibo Gold Selection rich &amp; intense instant coffee,1,1,1,,,,,,,1,0,0,,,0,,,2.76,1000,,,,,,,,Tchibo Gold Selection rich &amp; intense instant coffee.jpg,,,,,,,,
43,simple,454035684432,SODAP Arsinoe 62 White Wine,1,1,1,,,,,,,1,0,0,,,0,,,2.85,1000,,,,,,,,SODAP Arsinoe 62 White Wine.jpg,,,,,,,,
44,simple,194971083302,Uncle Ben&#x27;s Sweet and Sour with Pineapple,1,1,1,,,,,,,1,0,0,,,0,,,2.38,1000,,,,,,,,Uncle Ben&#x27;s Sweet and Sour with Pineapple.jpg,,,,,,,,
45,simple,292449543448,Agios Onoufrios Red Wine,1,1,1,,,,,,,1,0,0,,,0,,,4.59,1000,,,,,,,,Agios Onoufrios Red Wine.jpg,,,,,,,,
46,simple,362660769178,AMALIA Almond cordial,1,1,1,,,,,,,1,0,0,,,0,,,4.46,1000,,,,,,,,AMALIA Almond cordial.jpg,,,,,,,,
47,simple,151532544206,Frico Unsalted Butter,1,1,1,,,,,,,1,0,0,,,0,,,3.41,1000,,,,,,,,Frico Unsalted Butter.jpg,,,,,,,,
48,simple,512500317089,Tia Maria Tia Maria,1,1,1,,,,,,,1,0,0,,,0,,,3.19,1000,,,,,,,,Tia Maria Tia Maria.jpg,,,,,,,,
49,simple,997195286335,Remia Sunflower Margarine Light,1,1,1,,,,,,,1,0,0,,,0,,,3.05,1000,,,,,,,,Remia Sunflower Margarine Light.jpg,,,,,,,,
50,simple,952734122574,VINOS Ouzo Classic,1,1,1,,,,,,,1,0,0,,,0,,,4.01,1000,,,,,,,,VINOS Ouzo Classic.jpg,,,,,,,,
51,simple,758021671468,KEO White Wine,1,1,1,,,,,,,1,0,0,,,0,,,4.47,1000,,,,,,,,KEO White Wine.jpg,,,,,,,,
52,simple,815562352613,White Horse Scotch Whiskey,1,1,1,,,,,,,1,0,0,,,0,,,2.55,1000,,,,,,,,White Horse Scotch Whiskey.jpg,,,,,,,,
53,simple,978765006839,CONAL Aloe Vera Conditioner,1,1,1,,,,,,,1,0,0,,,0,,,3.46,1000,,,,,,,,CONAL Aloe Vera Conditioner.jpg,,,,,,,,
54,simple,696860844135,Somat Rinse Aid,1,1,1,,,,,,,1,0,0,,,0,,,5.05,1000,,,,,,,,Somat Rinse Aid.jpg,,,,,,,,
55,simple,447756757523,AROXOL mec instant cockroach and ant,1,1,1,,,,,,,1,0,0,,,0,,,4.38,1000,,,,,,,,AROXOL mec instant cockroach and ant.jpg,,,,,,,,
56,simple,366810487611,AROXOL mec instant cockroach and ant,1,1,1,,,,,,,1,0,0,,,0,,,3.72,1000,,,,,,,,AROXOL mec instant cockroach and ant.jpg,,,,,,,,
57,simple,191045805679,AROXOL flies and mosquito,1,1,1,,,,,,,1,0,0,,,0,,,3.31,1000,,,,,,,,AROXOL flies and mosquito.jpg,,,,,,,,
58,simple,887341226480,AZAX Professional Salt &amp; Oils,1,1,1,,,,,,,1,0,0,,,0,,,5.65,1000,,,,,,,,AZAX Professional Salt &amp; Oils.jpg,,,,,,,,
59,simple,440030795844,AZAX Ultra Surface,1,1,1,,,,,,,1,0,0,,,0,,,2.66,1000,,,,,,,,AZAX Ultra Surface.jpg,,,,,,,,
60,simple,344821576025,Pril Double Action,1,1,1,,,,,,,1,0,0,,,0,,,5.32,1000,,,,,,,,Pril Double Action.jpg,,,,,,,,
61,simple,629195806056,Pril Exotic,1,1,1,,,,,,,1,0,0,,,0,,,4.87,1000,,,,,,,,Pril Exotic.jpg,,,,,,,,
62,simple,302886257056,ines Citrus Fresh,1,1,1,,,,,,,1,0,0,,,0,,,6.31,1000,,,,,,,,ines Citrus Fresh.jpg,,,,,,,,
63,simple,110296719996,natures aid Complete Multi-vitamins,1,1,1,,,,,,,1,0,0,,,0,,,4.56,1000,,,,,,,,natures aid Complete Multi-vitamins.jpg,,,,,,,,
64,simple,387124719036,Strepsils Honey &amp; Lemon,1,1,1,,,,,,,1,0,0,,,0,,,5.14,1000,,,,,,,,Strepsils Honey &amp; Lemon.jpg,,,,,,,,
65,simple,791432416442,HALLS Cinammon Flavour,1,1,1,,,,,,,1,0,0,,,0,,,4.16,1000,,,,,,,,HALLS Cinammon Flavour.jpg,,,,,,,,
35,simple,933328070134,7 up 7 up free,1,1,1,,,,,,,1,0,0,,,0,,,3.25,1000,,,,,,,,7 up 7 up free.jpg,,,,,,,,
30,simple,948993789711,Maggi Νοστιμιά,1,1,1,,,,,,,1,0,0,,,0,,,6.47,1000,,,,,,,,Maggi Νοστιμιά.jpg,,,,,,,,
7,simple,381217899245,Eviva 100% Natural Apple Juice,1,1,1,,,,,,,1,0,0,,,0,,,3.30,1000,,,,,,,,Eviva 100% Natural Apple Juice.jpg,,,,,,,,
3,simple,872621756542,3A Παρπόιλτ,1,1,1,,,,,,,1,0,0,,,0,,,4.52,1000,,,,,,,,3A Παρπόιλτ.jpg,,,,,,,,
9,simple,177257172944,Combino Fusili Tricolore,1,1,1,,,,,,,1,0,0,,,0,,,4.83,1000,,,,,,,,Combino Fusili Tricolore.jpg,,,,,,,,
12,simple,531367182728,Panadol Panadol,1,1,1,,,,,,,1,0,0,,,0,,,3.54,1000,,,,,,,,Panadol Panadol.jpg,,,,,,,,
13,simple,887754307410,Actifed Actifed Syrup,1,1,1,,,,,,,1,0,0,,,0,,,6.01,1000,,,,,,,,Actifed Actifed Syrup.jpg,,,,,,,,
16,simple,345805440110,ΑΔΕΛΦΟΙ ΚΑΖΑΖΗ Χωριάτικο Αλεύρι,1,1,1,,,,,,,1,0,0,,,0,,,3.21,1000,,,,,,,,ΑΔΕΛΦΟΙ ΚΑΖΑΖΗ Χωριάτικο Αλεύρι.jpg,,,,,,,,
19,simple,877453107738,KEO Ζιβανία,1,1,1,,,,,,,1,0,0,,,0,,,4.28,1000,,,,,,,,KEO Ζιβανία.jpg,,,,,,,,
22,simple,931015534982,3A Πλυμένα Ρεβύθια,1,1,1,,,,,,,1,0,0,,,0,,,3.45,1000,,,,,,,,3A Πλυμένα Ρεβύθια.jpg,,,,,,,,
28,simple,110424290454,quickpack Cling Film,1,1,1,,,,,,,1,0,0,,,0,,,4.13,1000,,,,,,,,quickpack Cling Film.jpg,,,,,,,,
29,simple,836165488320,Sure Food Φυτική,1,1,1,,,,,,,1,0,0,,,0,,,5.44,1000,,,,,,,,Sure Food Φυτική.jpg,,,,,,,,
33,simple,637431404726,Χαραλαμπίδης-Κρίστης φρέσκο γάλα 0%,1,1,1,,,,,,,1,0,0,,,0,,,2.05,1000,,,,,,,,Χαραλαμπίδης-Κρίστης φρέσκο γάλα 0%.jpg,,,,,,,,
