id,type,sku,name,status,featured,catalog_visibility,short_description,description,date_on_sale_from,date_on_sale_to,tax_status,tax_class,stock_status,backorders,sold_individually,weight,height,reviews_allowed,purchase_note,price,regular_price,manage_stock/stock_quantitiy,category_ids,tag_ids,shipping_class_id,attributes,attributes,default_attributes,attributes,image_id/gallery_image_ids,attributes,downloads,downloads,download_limit,download_expiry,parent_id,upsell_ids,cross_sell_ids
26,simple,153638688393,Pril Original,1,1,1,,,,,,,1,0,0,,,0,,,3.99,1000,,,,,,,,Pril Original.jpg,,,,,,,,
27,simple,720581342273,Cadbury Roses,1,1,1,,,,,,,1,0,0,,,0,,,5.24,1000,,,,,,,,Cadbury Roses.jpg,,,,,,,,
31,simple,576981935175,Saint Nicholas Water,1,1,1,,,,,,,1,0,0,,,0,,,5.40,1000,,,,,,,,Saint Nicholas Water.jpg,,,,,,,,
32,simple,365431716293,Kykkos Water,1,1,1,,,,,,,1,0,0,,,0,,,5.15,1000,,,,,,,,Kykkos Water.jpg,,,,,,,,
34,simple,337056626903,Maggi Μανιταρόσουπα,1,1,1,,,,,,,1,0,0,,,0,,,4.85,1000,,,,,,,,Maggi Μανιταρόσουπα.jpg,,,,,,,,
36,simple,574886860534,Carlsberg Beer,1,1,1,,,,,,,1,0,0,,,0,,,4.94,1000,,,,,,,,Carlsberg Beer.jpg,,,,,,,,
37,simple,985151542343,Baco Zip-n-seal Resealable food and freezer bags,1,1,1,,,,,,,1,0,0,,,0,,,3.92,1000,,,,,,,,Baco Zip-n-seal Resealable food and freezer bags.jpg,,,,,,,,
38,simple,533608288020,Douwe Egberts Instant Coffee Smooth Caramel,1,1,1,,,,,,,1,0,0,,,0,,,2.59,1000,,,,,,,,Douwe Egberts Instant Coffee Smooth Caramel.jpg,,,,,,,,
39,simple,432182110695,Athienitis Lentils,1,1,1,,,,,,,1,0,0,,,0,,,6.16,1000,,,,,,,,Athienitis Lentils.jpg,,,,,,,,
40,simple,628652118284,AMALIA Natural Rose cordial,1,1,1,,,,,,,1,0,0,,,0,,,3.58,1000,,,,,,,,AMALIA Natural Rose cordial.jpg,,,,,,,,
41,simple,280482378048,Nobel Anise Seeds,1,1,1,,,,,,,1,0,0,,,0,,,3.24,1000,,,,,,,,Nobel Anise Seeds.jpg,,,,,,,,
42,simple,646823985642,Tchibo Gold Selection rich &amp; intense instant coffee,1,1,1,,,,,,,1,0,0,,,0,,,4.00,1000,,,,,,,,Tchibo Gold Selection rich &amp; intense instant coffee.jpg,,,,,,,,
43,simple,688667948684,SODAP Arsinoe 62 White Wine,1,1,1,,,,,,,1,0,0,,,0,,,5.90,1000,,,,,,,,SODAP Arsinoe 62 White Wine.jpg,,,,,,,,
44,simple,487738394203,Uncle Ben&#x27;s Sweet and Sour with Pineapple,1,1,1,,,,,,,1,0,0,,,0,,,2.82,1000,,,,,,,,Uncle Ben&#x27;s Sweet and Sour with Pineapple.jpg,,,,,,,,
45,simple,378824643313,Agios Onoufrios Red Wine,1,1,1,,,,,,,1,0,0,,,0,,,4.66,1000,,,,,,,,Agios Onoufrios Red Wine.jpg,,,,,,,,
46,simple,718940002355,AMALIA Almond cordial,1,1,1,,,,,,,1,0,0,,,0,,,5.07,1000,,,,,,,,AMALIA Almond cordial.jpg,,,,,,,,
47,simple,523078782945,Frico Unsalted Butter,1,1,1,,,,,,,1,0,0,,,0,,,3.49,1000,,,,,,,,Frico Unsalted Butter.jpg,,,,,,,,
48,simple,729431200522,Tia Maria Tia Maria,1,1,1,,,,,,,1,0,0,,,0,,,3.48,1000,,,,,,,,Tia Maria Tia Maria.jpg,,,,,,,,
49,simple,983103810180,Remia Sunflower Margarine Light,1,1,1,,,,,,,1,0,0,,,0,,,4.68,1000,,,,,,,,Remia Sunflower Margarine Light.jpg,,,,,,,,
50,simple,369288115848,VINOS Ouzo Classic,1,1,1,,,,,,,1,0,0,,,0,,,3.44,1000,,,,,,,,VINOS Ouzo Classic.jpg,,,,,,,,
51,simple,676737277616,KEO White Wine,1,1,1,,,,,,,1,0,0,,,0,,,3.76,1000,,,,,,,,KEO White Wine.jpg,,,,,,,,
52,simple,700528742747,White Horse Scotch Whiskey,1,1,1,,,,,,,1,0,0,,,0,,,3.98,1000,,,,,,,,White Horse Scotch Whiskey.jpg,,,,,,,,
53,simple,181102104828,CONAL Aloe Vera Conditioner,1,1,1,,,,,,,1,0,0,,,0,,,4.13,1000,,,,,,,,CONAL Aloe Vera Conditioner.jpg,,,,,,,,
54,simple,108009572463,Somat Rinse Aid,1,1,1,,,,,,,1,0,0,,,0,,,3.04,1000,,,,,,,,Somat Rinse Aid.jpg,,,,,,,,
55,simple,650420374537,AROXOL mec instant cockroach and ant,1,1,1,,,,,,,1,0,0,,,0,,,3.18,1000,,,,,,,,AROXOL mec instant cockroach and ant.jpg,,,,,,,,
56,simple,235052702971,AROXOL mec instant cockroach and ant,1,1,1,,,,,,,1,0,0,,,0,,,5.30,1000,,,,,,,,AROXOL mec instant cockroach and ant.jpg,,,,,,,,
57,simple,901887663510,AROXOL flies and mosquito,1,1,1,,,,,,,1,0,0,,,0,,,1.97,1000,,,,,,,,AROXOL flies and mosquito.jpg,,,,,,,,
58,simple,563677971031,AZAX Professional Salt &amp; Oils,1,1,1,,,,,,,1,0,0,,,0,,,4.96,1000,,,,,,,,AZAX Professional Salt &amp; Oils.jpg,,,,,,,,
59,simple,372787695290,AZAX Ultra Surface,1,1,1,,,,,,,1,0,0,,,0,,,4.23,1000,,,,,,,,AZAX Ultra Surface.jpg,,,,,,,,
60,simple,455905504656,Pril Double Action,1,1,1,,,,,,,1,0,0,,,0,,,3.15,1000,,,,,,,,Pril Double Action.jpg,,,,,,,,
61,simple,753015879138,Pril Exotic,1,1,1,,,,,,,1,0,0,,,0,,,5.51,1000,,,,,,,,Pril Exotic.jpg,,,,,,,,
62,simple,673928334792,ines Citrus Fresh,1,1,1,,,,,,,1,0,0,,,0,,,4.70,1000,,,,,,,,ines Citrus Fresh.jpg,,,,,,,,
63,simple,948446647459,natures aid Complete Multi-vitamins,1,1,1,,,,,,,1,0,0,,,0,,,3.41,1000,,,,,,,,natures aid Complete Multi-vitamins.jpg,,,,,,,,
64,simple,795698731257,Strepsils Honey &amp; Lemon,1,1,1,,,,,,,1,0,0,,,0,,,4.17,1000,,,,,,,,Strepsils Honey &amp; Lemon.jpg,,,,,,,,
65,simple,155823398950,HALLS Cinammon Flavour,1,1,1,,,,,,,1,0,0,,,0,,,4.56,1000,,,,,,,,HALLS Cinammon Flavour.jpg,,,,,,,,
35,simple,558891481203,7 up 7 up free,1,1,1,,,,,,,1,0,0,,,0,,,5.00,1000,,,,,,,,7 up 7 up free.jpg,,,,,,,,
30,simple,618408423831,Maggi Νοστιμιά,1,1,1,,,,,,,1,0,0,,,0,,,3.93,1000,,,,,,,,Maggi Νοστιμιά.jpg,,,,,,,,
7,simple,888157933651,Eviva 100% Natural Apple Juice,1,1,1,,,,,,,1,0,0,,,0,,,3.42,1000,,,,,,,,Eviva 100% Natural Apple Juice.jpg,,,,,,,,
3,simple,715164195508,3A Παρπόιλτ,1,1,1,,,,,,,1,0,0,,,0,,,5.61,1000,,,,,,,,3A Παρπόιλτ.jpg,,,,,,,,
9,simple,325123912005,Combino Fusili Tricolore,1,1,1,,,,,,,1,0,0,,,0,,,4.50,1000,,,,,,,,Combino Fusili Tricolore.jpg,,,,,,,,
12,simple,217001051519,Panadol Panadol,1,1,1,,,,,,,1,0,0,,,0,,,3.14,1000,,,,,,,,Panadol Panadol.jpg,,,,,,,,
13,simple,752573107168,Actifed Actifed Syrup,1,1,1,,,,,,,1,0,0,,,0,,,4.27,1000,,,,,,,,Actifed Actifed Syrup.jpg,,,,,,,,
16,simple,188925590101,ΑΔΕΛΦΟΙ ΚΑΖΑΖΗ Χωριάτικο Αλεύρι,1,1,1,,,,,,,1,0,0,,,0,,,3.74,1000,,,,,,,,ΑΔΕΛΦΟΙ ΚΑΖΑΖΗ Χωριάτικο Αλεύρι.jpg,,,,,,,,
19,simple,844210111554,KEO Ζιβανία,1,1,1,,,,,,,1,0,0,,,0,,,3.43,1000,,,,,,,,KEO Ζιβανία.jpg,,,,,,,,
22,simple,302021868217,3A Πλυμένα Ρεβύθια,1,1,1,,,,,,,1,0,0,,,0,,,5.18,1000,,,,,,,,3A Πλυμένα Ρεβύθια.jpg,,,,,,,,
28,simple,569385596096,quickpack Cling Film,1,1,1,,,,,,,1,0,0,,,0,,,4.47,1000,,,,,,,,quickpack Cling Film.jpg,,,,,,,,
29,simple,176470870568,Sure Food Φυτική,1,1,1,,,,,,,1,0,0,,,0,,,4.55,1000,,,,,,,,Sure Food Φυτική.jpg,,,,,,,,
33,simple,743876911794,Χαραλαμπίδης-Κρίστης φρέσκο γάλα 0%,1,1,1,,,,,,,1,0,0,,,0,,,3.49,1000,,,,,,,,Χαραλαμπίδης-Κρίστης φρέσκο γάλα 0%.jpg,,,,,,,,
