id,type,sku,name,status,featured,catalog_visibility,short_description,description,date_on_sale_from,date_on_sale_to,tax_status,tax_class,stock_status,backorders,sold_individually,weight,height,reviews_allowed,purchase_note,price,regular_price,manage_stock/stock_quantitiy,category_ids,tag_ids,shipping_class_id,attributes,attributes,default_attributes,attributes,image_id/gallery_image_ids,attributes,downloads,downloads,download_limit,download_expiry,parent_id,upsell_ids,cross_sell_ids
17,simple,370308763131,ΧΡΥΣΟΣ ΜΥΛΟΣ All Purpose Flour,1,1,1,,,,,,,1,0,0,,,0,,,6.28,1000,,,,,,,,ΧΡΥΣΟΣ ΜΥΛΟΣ All Purpose Flour.jpg,,,,,,,,
18,simple,406775181304,Ζωή All Purpose Flour,1,1,1,,,,,,,1,0,0,,,0,,,5.22,1000,,,,,,,,Ζωή All Purpose Flour.jpg,,,,,,,,
20,simple,387897505315,ΝΟΥΝΟΥ Ζαχαρούχο Γάλα Συμπυκνωμένο,1,1,1,,,,,,,1,0,0,,,0,,,4.24,1000,,,,,,,,ΝΟΥΝΟΥ Ζαχαρούχο Γάλα Συμπυκνωμένο.jpg,,,,,,,,
21,simple,644024663923,NAPOLI KAKAO,1,1,1,,,,,,,1,0,0,,,0,,,4.61,1000,,,,,,,,NAPOLI KAKAO.jpg,,,,,,,,
23,simple,206338819007,Dee Thai Dark Soy Sauce,1,1,1,,,,,,,1,0,0,,,0,,,4.16,1000,,,,,,,,Dee Thai Dark Soy Sauce.jpg,,,,,,,,
24,simple,116158894439,Acentino Balsamico di Modena,1,1,1,,,,,,,1,0,0,,,0,,,2.77,1000,,,,,,,,Acentino Balsamico di Modena.jpg,,,,,,,,
25,simple,742689666958,Cadbury Roses,1,1,1,,,,,,,1,0,0,,,0,,,3.87,1000,,,,,,,,Cadbury Roses.jpg,,,,,,,,
26,simple,141715455176,Pril Original,1,1,1,,,,,,,1,0,0,,,0,,,5.19,1000,,,,,,,,Pril Original.jpg,,,,,,,,
27,simple,807670692804,Cadbury Roses,1,1,1,,,,,,,1,0,0,,,0,,,4.00,1000,,,,,,,,Cadbury Roses.jpg,,,,,,,,
31,simple,313311268422,Saint Nicholas Water,1,1,1,,,,,,,1,0,0,,,0,,,5.28,1000,,,,,,,,Saint Nicholas Water.jpg,,,,,,,,
32,simple,647027913222,Kykkos Water,1,1,1,,,,,,,1,0,0,,,0,,,3.74,1000,,,,,,,,Kykkos Water.jpg,,,,,,,,
34,simple,753599699334,Maggi Μανιταρόσουπα,1,1,1,,,,,,,1,0,0,,,0,,,2.24,1000,,,,,,,,Maggi Μανιταρόσουπα.jpg,,,,,,,,
36,simple,776863995952,Carlsberg Beer,1,1,1,,,,,,,1,0,0,,,0,,,3.67,1000,,,,,,,,Carlsberg Beer.jpg,,,,,,,,
37,simple,515054823455,Baco Zip-n-seal Resealable food and freezer bags,1,1,1,,,,,,,1,0,0,,,0,,,4.09,1000,,,,,,,,Baco Zip-n-seal Resealable food and freezer bags.jpg,,,,,,,,
38,simple,786321821016,Douwe Egberts Instant Coffee Smooth Caramel,1,1,1,,,,,,,1,0,0,,,0,,,3.91,1000,,,,,,,,Douwe Egberts Instant Coffee Smooth Caramel.jpg,,,,,,,,
39,simple,569302718515,Athienitis Lentils,1,1,1,,,,,,,1,0,0,,,0,,,3.51,1000,,,,,,,,Athienitis Lentils.jpg,,,,,,,,
40,simple,981576683770,AMALIA Natural Rose cordial,1,1,1,,,,,,,1,0,0,,,0,,,3.66,1000,,,,,,,,AMALIA Natural Rose cordial.jpg,,,,,,,,
41,simple,470973651170,Nobel Anise Seeds,1,1,1,,,,,,,1,0,0,,,0,,,3.75,1000,,,,,,,,Nobel Anise Seeds.jpg,,,,,,,,
42,simple,987843648426,Tchibo Gold Selection rich &amp; intense instant coffee,1,1,1,,,,,,,1,0,0,,,0,,,2.90,1000,,,,,,,,Tchibo Gold Selection rich &amp; intense instant coffee.jpg,,,,,,,,
43,simple,310438084412,SODAP Arsinoe 62 White Wine,1,1,1,,,,,,,1,0,0,,,0,,,6.04,1000,,,,,,,,SODAP Arsinoe 62 White Wine.jpg,,,,,,,,
44,simple,912984354604,Uncle Ben&#x27;s Sweet and Sour with Pineapple,1,1,1,,,,,,,1,0,0,,,0,,,5.09,1000,,,,,,,,Uncle Ben&#x27;s Sweet and Sour with Pineapple.jpg,,,,,,,,
45,simple,301829997727,Agios Onoufrios Red Wine,1,1,1,,,,,,,1,0,0,,,0,,,5.35,1000,,,,,,,,Agios Onoufrios Red Wine.jpg,,,,,,,,
46,simple,111834475985,AMALIA Almond cordial,1,1,1,,,,,,,1,0,0,,,0,,,4.21,1000,,,,,,,,AMALIA Almond cordial.jpg,,,,,,,,
47,simple,136307541955,Frico Unsalted Butter,1,1,1,,,,,,,1,0,0,,,0,,,3.08,1000,,,,,,,,Frico Unsalted Butter.jpg,,,,,,,,
48,simple,582410379848,Tia Maria Tia Maria,1,1,1,,,,,,,1,0,0,,,0,,,3.64,1000,,,,,,,,Tia Maria Tia Maria.jpg,,,,,,,,
49,simple,678929525485,Remia Sunflower Margarine Light,1,1,1,,,,,,,1,0,0,,,0,,,4.21,1000,,,,,,,,Remia Sunflower Margarine Light.jpg,,,,,,,,
50,simple,283028166286,VINOS Ouzo Classic,1,1,1,,,,,,,1,0,0,,,0,,,3.80,1000,,,,,,,,VINOS Ouzo Classic.jpg,,,,,,,,
51,simple,463270748751,KEO White Wine,1,1,1,,,,,,,1,0,0,,,0,,,3.70,1000,,,,,,,,KEO White Wine.jpg,,,,,,,,
52,simple,771422889757,White Horse Scotch Whiskey,1,1,1,,,,,,,1,0,0,,,0,,,3.38,1000,,,,,,,,White Horse Scotch Whiskey.jpg,,,,,,,,
53,simple,902927315180,CONAL Aloe Vera Conditioner,1,1,1,,,,,,,1,0,0,,,0,,,4.01,1000,,,,,,,,CONAL Aloe Vera Conditioner.jpg,,,,,,,,
54,simple,408654701850,Somat Rinse Aid,1,1,1,,,,,,,1,0,0,,,0,,,5.01,1000,,,,,,,,Somat Rinse Aid.jpg,,,,,,,,
55,simple,169501743309,AROXOL mec instant cockroach and ant,1,1,1,,,,,,,1,0,0,,,0,,,3.64,1000,,,,,,,,AROXOL mec instant cockroach and ant.jpg,,,,,,,,
56,simple,778415152092,AROXOL mec instant cockroach and ant,1,1,1,,,,,,,1,0,0,,,0,,,3.22,1000,,,,,,,,AROXOL mec instant cockroach and ant.jpg,,,,,,,,
57,simple,377361171245,AROXOL flies and mosquito,1,1,1,,,,,,,1,0,0,,,0,,,3.29,1000,,,,,,,,AROXOL flies and mosquito.jpg,,,,,,,,
58,simple,132852134237,AZAX Professional Salt &amp; Oils,1,1,1,,,,,,,1,0,0,,,0,,,3.98,1000,,,,,,,,AZAX Professional Salt &amp; Oils.jpg,,,,,,,,
59,simple,760409028511,AZAX Ultra Surface,1,1,1,,,,,,,1,0,0,,,0,,,3.12,1000,,,,,,,,AZAX Ultra Surface.jpg,,,,,,,,
60,simple,482272671030,Pril Double Action,1,1,1,,,,,,,1,0,0,,,0,,,3.62,1000,,,,,,,,Pril Double Action.jpg,,,,,,,,
61,simple,158720622557,Pril Exotic,1,1,1,,,,,,,1,0,0,,,0,,,4.60,1000,,,,,,,,Pril Exotic.jpg,,,,,,,,
62,simple,506939840742,ines Citrus Fresh,1,1,1,,,,,,,1,0,0,,,0,,,3.48,1000,,,,,,,,ines Citrus Fresh.jpg,,,,,,,,
63,simple,870341568419,natures aid Complete Multi-vitamins,1,1,1,,,,,,,1,0,0,,,0,,,4.37,1000,,,,,,,,natures aid Complete Multi-vitamins.jpg,,,,,,,,
64,simple,245445086048,Strepsils Honey &amp; Lemon,1,1,1,,,,,,,1,0,0,,,0,,,5.61,1000,,,,,,,,Strepsils Honey &amp; Lemon.jpg,,,,,,,,
65,simple,966663497872,HALLS Cinammon Flavour,1,1,1,,,,,,,1,0,0,,,0,,,5.26,1000,,,,,,,,HALLS Cinammon Flavour.jpg,,,,,,,,
35,simple,192547385627,7 up 7 up free,1,1,1,,,,,,,1,0,0,,,0,,,4.24,1000,,,,,,,,7 up 7 up free.jpg,,,,,,,,
30,simple,758448476522,Maggi Νοστιμιά,1,1,1,,,,,,,1,0,0,,,0,,,4.04,1000,,,,,,,,Maggi Νοστιμιά.jpg,,,,,,,,
7,simple,122081981705,Eviva 100% Natural Apple Juice,1,1,1,,,,,,,1,0,0,,,0,,,3.89,1000,,,,,,,,Eviva 100% Natural Apple Juice.jpg,,,,,,,,
3,simple,889318062711,3A Παρπόιλτ,1,1,1,,,,,,,1,0,0,,,0,,,2.92,1000,,,,,,,,3A Παρπόιλτ.jpg,,,,,,,,
9,simple,734292871906,Combino Fusili Tricolore,1,1,1,,,,,,,1,0,0,,,0,,,1.83,1000,,,,,,,,Combino Fusili Tricolore.jpg,,,,,,,,
12,simple,795772134601,Panadol Panadol,1,1,1,,,,,,,1,0,0,,,0,,,5.37,1000,,,,,,,,Panadol Panadol.jpg,,,,,,,,
13,simple,685067684744,Actifed Actifed Syrup,1,1,1,,,,,,,1,0,0,,,0,,,1.77,1000,,,,,,,,Actifed Actifed Syrup.jpg,,,,,,,,
16,simple,281643447728,ΑΔΕΛΦΟΙ ΚΑΖΑΖΗ Χωριάτικο Αλεύρι,1,1,1,,,,,,,1,0,0,,,0,,,3.84,1000,,,,,,,,ΑΔΕΛΦΟΙ ΚΑΖΑΖΗ Χωριάτικο Αλεύρι.jpg,,,,,,,,
19,simple,654151132174,KEO Ζιβανία,1,1,1,,,,,,,1,0,0,,,0,,,3.93,1000,,,,,,,,KEO Ζιβανία.jpg,,,,,,,,
22,simple,224397853837,3A Πλυμένα Ρεβύθια,1,1,1,,,,,,,1,0,0,,,0,,,3.36,1000,,,,,,,,3A Πλυμένα Ρεβύθια.jpg,,,,,,,,
28,simple,766842633633,quickpack Cling Film,1,1,1,,,,,,,1,0,0,,,0,,,3.91,1000,,,,,,,,quickpack Cling Film.jpg,,,,,,,,
29,simple,892594249199,Sure Food Φυτική,1,1,1,,,,,,,1,0,0,,,0,,,3.17,1000,,,,,,,,Sure Food Φυτική.jpg,,,,,,,,
33,simple,954316897190,Χαραλαμπίδης-Κρίστης φρέσκο γάλα 0%,1,1,1,,,,,,,1,0,0,,,0,,,3.19,1000,,,,,,,,Χαραλαμπίδης-Κρίστης φρέσκο γάλα 0%.jpg,,,,,,,,
