id,type,sku,name,status,featured,catalog_visibility,short_description,description,date_on_sale_from,date_on_sale_to,tax_status,tax_class,stock_status,backorders,sold_individually,weight,height,reviews_allowed,purchase_note,price,regular_price,manage_stock/stock_quantitiy,category_ids,tag_ids,shipping_class_id,attributes,attributes,default_attributes,attributes,image_id/gallery_image_ids,attributes,downloads,downloads,download_limit,download_expiry,parent_id,upsell_ids,cross_sell_ids
24,simple,229903410555,Acentino Balsamico di Modena,1,1,1,,,,,,,1,0,0,,,0,,,3.63,1000,,,,,,,,Acentino Balsamico di Modena.jpg,,,,,,,,
25,simple,603393146910,Cadbury Roses,1,1,1,,,,,,,1,0,0,,,0,,,4.26,1000,,,,,,,,Cadbury Roses.jpg,,,,,,,,
26,simple,561321862903,Pril Original,1,1,1,,,,,,,1,0,0,,,0,,,3.87,1000,,,,,,,,Pril Original.jpg,,,,,,,,
27,simple,607054699617,Cadbury Roses,1,1,1,,,,,,,1,0,0,,,0,,,3.22,1000,,,,,,,,Cadbury Roses.jpg,,,,,,,,
31,simple,660698597155,Saint Nicholas Water,1,1,1,,,,,,,1,0,0,,,0,,,4.62,1000,,,,,,,,Saint Nicholas Water.jpg,,,,,,,,
32,simple,241125248586,Kykkos Water,1,1,1,,,,,,,1,0,0,,,0,,,3.49,1000,,,,,,,,Kykkos Water.jpg,,,,,,,,
34,simple,746300616605,Maggi Μανιταρόσουπα,1,1,1,,,,,,,1,0,0,,,0,,,4.65,1000,,,,,,,,Maggi Μανιταρόσουπα.jpg,,,,,,,,
36,simple,980494690982,Carlsberg Beer,1,1,1,,,,,,,1,0,0,,,0,,,4.21,1000,,,,,,,,Carlsberg Beer.jpg,,,,,,,,
37,simple,269836996935,Baco Zip-n-seal Resealable food and freezer bags,1,1,1,,,,,,,1,0,0,,,0,,,4.50,1000,,,,,,,,Baco Zip-n-seal Resealable food and freezer bags.jpg,,,,,,,,
38,simple,964540292666,Douwe Egberts Instant Coffee Smooth Caramel,1,1,1,,,,,,,1,0,0,,,0,,,3.76,1000,,,,,,,,Douwe Egberts Instant Coffee Smooth Caramel.jpg,,,,,,,,
39,simple,740379497109,Athienitis Lentils,1,1,1,,,,,,,1,0,0,,,0,,,4.07,1000,,,,,,,,Athienitis Lentils.jpg,,,,,,,,
40,simple,342274309928,AMALIA Natural Rose cordial,1,1,1,,,,,,,1,0,0,,,0,,,3.12,1000,,,,,,,,AMALIA Natural Rose cordial.jpg,,,,,,,,
41,simple,959956314302,Nobel Anise Seeds,1,1,1,,,,,,,1,0,0,,,0,,,3.18,1000,,,,,,,,Nobel Anise Seeds.jpg,,,,,,,,
42,simple,276280385056,Tchibo Gold Selection rich &amp; intense instant coffee,1,1,1,,,,,,,1,0,0,,,0,,,4.37,1000,,,,,,,,Tchibo Gold Selection rich &amp; intense instant coffee.jpg,,,,,,,,
43,simple,838641107654,SODAP Arsinoe 62 White Wine,1,1,1,,,,,,,1,0,0,,,0,,,5.23,1000,,,,,,,,SODAP Arsinoe 62 White Wine.jpg,,,,,,,,
44,simple,176219656702,Uncle Ben&#x27;s Sweet and Sour with Pineapple,1,1,1,,,,,,,1,0,0,,,0,,,2.47,1000,,,,,,,,Uncle Ben&#x27;s Sweet and Sour with Pineapple.jpg,,,,,,,,
45,simple,715650710766,Agios Onoufrios Red Wine,1,1,1,,,,,,,1,0,0,,,0,,,3.84,1000,,,,,,,,Agios Onoufrios Red Wine.jpg,,,,,,,,
46,simple,390410492014,AMALIA Almond cordial,1,1,1,,,,,,,1,0,0,,,0,,,5.09,1000,,,,,,,,AMALIA Almond cordial.jpg,,,,,,,,
47,simple,913532403451,Frico Unsalted Butter,1,1,1,,,,,,,1,0,0,,,0,,,3.90,1000,,,,,,,,Frico Unsalted Butter.jpg,,,,,,,,
48,simple,559594974599,Tia Maria Tia Maria,1,1,1,,,,,,,1,0,0,,,0,,,5.60,1000,,,,,,,,Tia Maria Tia Maria.jpg,,,,,,,,
49,simple,843606951880,Remia Sunflower Margarine Light,1,1,1,,,,,,,1,0,0,,,0,,,3.45,1000,,,,,,,,Remia Sunflower Margarine Light.jpg,,,,,,,,
50,simple,674436315578,VINOS Ouzo Classic,1,1,1,,,,,,,1,0,0,,,0,,,4.40,1000,,,,,,,,VINOS Ouzo Classic.jpg,,,,,,,,
51,simple,943134015368,KEO White Wine,1,1,1,,,,,,,1,0,0,,,0,,,4.60,1000,,,,,,,,KEO White Wine.jpg,,,,,,,,
52,simple,568107405280,White Horse Scotch Whiskey,1,1,1,,,,,,,1,0,0,,,0,,,4.41,1000,,,,,,,,White Horse Scotch Whiskey.jpg,,,,,,,,
53,simple,971935861172,CONAL Aloe Vera Conditioner,1,1,1,,,,,,,1,0,0,,,0,,,3.60,1000,,,,,,,,CONAL Aloe Vera Conditioner.jpg,,,,,,,,
54,simple,983061484083,Somat Rinse Aid,1,1,1,,,,,,,1,0,0,,,0,,,6.19,1000,,,,,,,,Somat Rinse Aid.jpg,,,,,,,,
55,simple,794736211054,AROXOL mec instant cockroach and ant,1,1,1,,,,,,,1,0,0,,,0,,,5.02,1000,,,,,,,,AROXOL mec instant cockroach and ant.jpg,,,,,,,,
56,simple,824193775422,AROXOL mec instant cockroach and ant,1,1,1,,,,,,,1,0,0,,,0,,,4.40,1000,,,,,,,,AROXOL mec instant cockroach and ant.jpg,,,,,,,,
57,simple,188683590897,AROXOL flies and mosquito,1,1,1,,,,,,,1,0,0,,,0,,,4.48,1000,,,,,,,,AROXOL flies and mosquito.jpg,,,,,,,,
58,simple,496766827034,AZAX Professional Salt &amp; Oils,1,1,1,,,,,,,1,0,0,,,0,,,4.14,1000,,,,,,,,AZAX Professional Salt &amp; Oils.jpg,,,,,,,,
59,simple,693368277205,AZAX Ultra Surface,1,1,1,,,,,,,1,0,0,,,0,,,4.30,1000,,,,,,,,AZAX Ultra Surface.jpg,,,,,,,,
60,simple,587900109765,Pril Double Action,1,1,1,,,,,,,1,0,0,,,0,,,3.15,1000,,,,,,,,Pril Double Action.jpg,,,,,,,,
61,simple,929020720441,Pril Exotic,1,1,1,,,,,,,1,0,0,,,0,,,4.63,1000,,,,,,,,Pril Exotic.jpg,,,,,,,,
62,simple,883782647762,ines Citrus Fresh,1,1,1,,,,,,,1,0,0,,,0,,,4.21,1000,,,,,,,,ines Citrus Fresh.jpg,,,,,,,,
63,simple,245268265232,natures aid Complete Multi-vitamins,1,1,1,,,,,,,1,0,0,,,0,,,5.76,1000,,,,,,,,natures aid Complete Multi-vitamins.jpg,,,,,,,,
64,simple,856816436837,Strepsils Honey &amp; Lemon,1,1,1,,,,,,,1,0,0,,,0,,,3.74,1000,,,,,,,,Strepsils Honey &amp; Lemon.jpg,,,,,,,,
65,simple,445405009974,HALLS Cinammon Flavour,1,1,1,,,,,,,1,0,0,,,0,,,4.14,1000,,,,,,,,HALLS Cinammon Flavour.jpg,,,,,,,,
35,simple,339411971242,7 up 7 up free,1,1,1,,,,,,,1,0,0,,,0,,,4.46,1000,,,,,,,,7 up 7 up free.jpg,,,,,,,,
30,simple,499308077601,Maggi Νοστιμιά,1,1,1,,,,,,,1,0,0,,,0,,,4.51,1000,,,,,,,,Maggi Νοστιμιά.jpg,,,,,,,,
7,simple,734373764186,Eviva 100% Natural Apple Juice,1,1,1,,,,,,,1,0,0,,,0,,,6.07,1000,,,,,,,,Eviva 100% Natural Apple Juice.jpg,,,,,,,,
3,simple,574582730698,3A Παρπόιλτ,1,1,1,,,,,,,1,0,0,,,0,,,3.55,1000,,,,,,,,3A Παρπόιλτ.jpg,,,,,,,,
9,simple,870711222710,Combino Fusili Tricolore,1,1,1,,,,,,,1,0,0,,,0,,,4.37,1000,,,,,,,,Combino Fusili Tricolore.jpg,,,,,,,,
12,simple,658565369606,Panadol Panadol,1,1,1,,,,,,,1,0,0,,,0,,,3.22,1000,,,,,,,,Panadol Panadol.jpg,,,,,,,,
13,simple,470690871223,Actifed Actifed Syrup,1,1,1,,,,,,,1,0,0,,,0,,,4.68,1000,,,,,,,,Actifed Actifed Syrup.jpg,,,,,,,,
16,simple,661830731904,ΑΔΕΛΦΟΙ ΚΑΖΑΖΗ Χωριάτικο Αλεύρι,1,1,1,,,,,,,1,0,0,,,0,,,3.42,1000,,,,,,,,ΑΔΕΛΦΟΙ ΚΑΖΑΖΗ Χωριάτικο Αλεύρι.jpg,,,,,,,,
19,simple,507819165762,KEO Ζιβανία,1,1,1,,,,,,,1,0,0,,,0,,,4.30,1000,,,,,,,,KEO Ζιβανία.jpg,,,,,,,,
22,simple,433968627016,3A Πλυμένα Ρεβύθια,1,1,1,,,,,,,1,0,0,,,0,,,3.16,1000,,,,,,,,3A Πλυμένα Ρεβύθια.jpg,,,,,,,,
28,simple,217226931414,quickpack Cling Film,1,1,1,,,,,,,1,0,0,,,0,,,3.19,1000,,,,,,,,quickpack Cling Film.jpg,,,,,,,,
29,simple,463662181928,Sure Food Φυτική,1,1,1,,,,,,,1,0,0,,,0,,,3.58,1000,,,,,,,,Sure Food Φυτική.jpg,,,,,,,,
33,simple,705583087447,Χαραλαμπίδης-Κρίστης φρέσκο γάλα 0%,1,1,1,,,,,,,1,0,0,,,0,,,4.30,1000,,,,,,,,Χαραλαμπίδης-Κρίστης φρέσκο γάλα 0%.jpg,,,,,,,,
